,site_id,load_curve
0,13479e32-59f4-97af-2eca-cd296832c088,"[843.63354816 822.10280298 796.88743055 779.93901524 768.53074093
 762.37078598 761.92397786 759.13475501 758.6625521  751.9812873
 741.9506076  719.46380134 685.63460415 661.84823443 674.20586569
 703.38427877 734.96433568 758.14233274 784.35538052 795.72756627
 806.53061331 815.10700984 835.42905348 851.30920514]"
0,134dc431-af8c-a01d-d405-64789be97420,"[2329.05403116 2274.35787875 2256.34219295 2209.19825554 2140.11304726
 2099.30775463 2090.68272467 2099.76036381 2128.3739583  2204.85725285
 2345.77102902 2471.45390996 2673.02449802 2845.80342577 2989.47602258
 3057.26430762 3072.51154487 3055.10993899 3053.58647108 3044.45900973
 3005.93257149 2882.54701692 2612.6688027  2443.12813243]"
0,1374c5d3-9816-3f20-2d93-73e81fe6892f,"[1663.88774021 1520.50155953 1444.87795936 1409.3997319  1376.23942728
 1331.21087625 1313.37184451 1306.92871947 1306.76696829 1363.62721302
 1842.7911087  2151.3683605  2302.0013879  2426.88095756 2493.451526
 2518.68886836 2533.56144041 2485.06279038 2453.58369116 2437.9726232
 2409.58146121 2345.89089545 2220.56218721 2037.45219372]"
0,13845a3d-66cd-aa26-c6e2-b47183f3333b,"[1.97494027 1.90927673 1.81778554 1.73877043 1.58555552 1.54856506
 1.3754322  1.07031564 0.66648489 0.55660791 0.61876939 0.68968601
 0.79759309 0.82867383 1.12853731 1.5400288  1.55622581 1.66128746
 1.80859266 1.86987862 1.96147926 1.96618515 1.98851074 2.02265578]"
0,144d755b-c75f-ac00-b584-fe73a6f24bcb,"[1334.0465287  1303.34472159 1284.21720711 1278.29038898 1281.88567603
 1271.07175586 1256.19884984 1256.39036849 1268.96507246 1284.22131108
 1301.08220237 1329.08605894 1369.16803899 1367.6944398  1375.24861924
 1388.81073863 1399.88858757 1422.14455915 1437.68780215 1443.80107736
 1445.08315791 1420.21637677 1403.58448707 1382.04096485]"
0,14c78171-fcca-bf8a-9d0b-2a75bce2b5e9,"[0.76900154 0.78481524 0.78626558 0.75217581 0.30432313 0.1459093
 0.13370683 0.13635991 0.1391238  0.12878179 0.12527946 0.13053254
 0.11958862 0.3550203  0.6231735  0.7473323  0.74653859 0.75526692
 0.78932988 0.77863219 0.77307843 0.75802971 0.78508856 0.7849255 ]"
0,15739bd4-b7b4-6d3c-f948-859c6dc09bdc,"[1.49690975 1.46867442 1.42840079 1.43058957 1.39622566 1.34041165
 1.29444718 1.09176573 0.85209382 0.84902952 0.88995979 0.88930316
 0.90725119 0.94249062 1.05915284 1.34457034 1.39600678 1.41745687
 1.43431051 1.46451573 1.45532284 1.45072639 1.50084956 1.48552807]"
0,15790985-7b3c-8665-72be-4a829cd30c03,"[326.70030569 322.39975447 324.32533767 324.32533767 325.26350544
 327.04627045 328.80687401 325.89633777 322.92301078 324.36842937
 313.746942   304.98085993 306.28469151 302.79795775 308.02436483
 313.98579311 315.27238802 317.58456529 317.02806682 313.46869276
 310.79331406 299.49590267 308.42327081 328.3267094 ]"
0,15de2373-6944-3d69-32bc-e8cd5d7cca3a,"[2.41379159 2.33204049 2.24273808 2.24536462 2.14063128 2.02013869
 1.98205384 1.38287407 0.9081267  0.87595157 0.92158773 0.93078062
 0.96229912 0.95704604 0.97050706 1.77849687 1.98303879 2.08645886
 2.2003851  2.2841061  2.35567936 2.35896253 2.38391468 2.38949608]"
0,168c044a-2cc8-92b6-fe42-806449544be4,"[173.09143419 170.70965358 160.39281766 143.53780873 130.928221
 131.25352911 127.86794454 127.99158351 129.78236494 142.18070759
 189.89424061 258.4770134  322.90771664 346.35950329 363.57254266
 381.38793552 379.09923297 366.06803063 343.39588903 288.80076271
 211.61382318 174.48738625 168.22489065 171.81022916]"
0,1692d346-175f-4b14-bcd4-1c3489a07e7b,"[283.30691352 294.60580234 303.26819074 308.06748388 299.1685973
 228.30346944 162.94510459 132.98540487 124.49565685 123.11546404
 122.38326089 122.36449206 133.62256005 217.60901347 264.90350368
 261.84642832 262.36867231 267.76364316 273.66121366 279.19385905
 282.84978587 282.29728193 282.79391714 281.82434031]"
0,16dadab9-bfbb-e945-67ce-6356777c0d48,"[1.51201236 1.46626676 1.45554172 1.46342134 1.39775781 1.30473446
 0.93373548 0.61570509 0.5627365  0.60082136 0.57105389 0.57127276
 0.58090342 0.578058   0.73236731 1.18894776 1.3215881  1.37805874
 1.38221744 1.47173872 1.51091797 1.54462525 1.52842824 1.54024768]"
0,180634b9-3164-f1ec-b7ad-d76fede43f31,"[9516.18849388 9556.20516607 9577.52775784 9592.99940022 9574.50661958
 9586.34233517 9597.38408285 9598.05171685 9591.13061598 9592.51545996
 9570.91281321 9526.73044629 9441.0612006  9336.89716332 9287.75325961
 9262.96724463 9271.32325792 9276.92993895 9287.15407984 9308.42151424
 9358.84651355 9382.11405926 9409.17367418 9461.39949596]"
0,198ef94a-1013-8d08-d097-731c6d60b634,"[109.2711556  104.16307512  74.35030669  51.17934565  43.30466432
  41.76075499  41.37172134  41.25112843  41.57570238  41.49292984
  44.81892475  74.72453412  76.04381944  94.06187552  97.30913346
  99.95613092 102.56551777 104.71473546 106.1052794  106.27659283
 106.05143074 105.66721242 106.35451356 108.17297399]"
0,1a0cadec-1d86-8a5b-4530-e162456163e2,"[2.07299783 2.04760793 2.02911268 2.03535073 1.92295665 1.84656807
 1.80957762 1.41526808 0.89641671 0.77844122 0.7700144  0.75151917
 0.9781678  1.02041135 1.18161533 1.58172515 1.69225877 1.74840109
 1.83026162 1.97384589 2.03863391 2.06818251 2.07715653 2.09937269]"
0,1a70c79d-b5fd-0724-0442-327519687fe6,"[40.43404603 38.87091461 37.15630835 34.80746894 12.72656726  5.67600528
  4.87161057  4.71355297  4.51405074  4.4101163   4.3320533   4.25897526
  4.21210244  4.90215507  5.64037737  6.98229922  7.86627816 35.03769623
 38.70383372 40.13266132 41.61479675 42.2286961  42.18606408 41.44425218]"
0,1bc40113-baca-b142-437d-bece746ab8ee,"[1.70655426 1.61499467 1.59796319 1.61848305 1.63173887 1.62599331
 1.61511779 1.59853775 1.60173884 1.59061708 1.58569232 1.58458425
 1.63108224 1.70552827 1.76002901 1.94446146 2.00778574 2.15204032
 2.16283376 2.46082309 2.56321717 2.17481735 2.01718383 2.01866126]"
0,1c5547b1-7182-ad18-991b-0e6663379849,"[18.37591779 18.09481857 18.99766939 18.73487845 18.69370194 19.06009535
 21.21173895 31.86035813 41.94196811 43.3026625  45.55396419 48.06967562
 48.28043733 46.32259236 43.1322109  40.15006037 32.58413902 28.48671156
 26.9240562  25.85736574 25.37824992 24.40962156 22.05070463 19.46157772]"
0,1c82b217-174d-63af-01b2-2e0d35c85cd2,"[8205.34764516 7664.46384795 7377.6810082  7096.86715871 6851.90348108
 6725.59618574 6645.47922801 6619.92541203 6659.69549644 6962.3109402
 7365.4251044  7617.1112269  7853.72574502 8221.28593135 8629.44611627
 9031.91488725 9382.82108235 9625.6633249  9800.409446   9874.58011253
 9860.88264719 9714.73210318 9266.41079039 8768.9039666 ]"
0,1d07f991-8621-bbc8-d597-39c6b125f662,"[242.26753175 236.8694966  224.10258999 204.30946614 189.41938381
 184.44435863 185.68025582 185.52671258 189.06474599 226.43785894
 327.71833674 427.66431261 485.85298539 548.65687453 565.61081652
 581.78626257 600.79738843 602.4520001  572.11424258 524.61811058
 365.25352918 290.18106496 255.10628521 244.26561844]"
0,1deddf70-b77f-b861-3717-95daa14c2ddd,"[0.32534983 0.28529507 0.23933042 0.23586342 0.22131245 0.22152244
 0.22073447 0.21621686 0.21703115 0.23717652 0.27702146 0.31332023
 0.30530911 0.30861862 0.31400303 0.31991275 0.33194234 0.30722652
 0.30683254 0.32130485 0.32180382 0.32663676 0.32172516 0.32411521]"
0,20091471-e961-3d8d-0cf7-b686dff662d4,"[183.36348119 178.99405919 170.0532738   93.28819924  41.07492922
  38.49972845  37.52199225  38.52751735  40.43867851  61.62556883
  81.89015255 129.3834772  151.18793809 154.58454775 152.92483005
 153.06478048 154.85418046 156.68715345 158.11804125 159.2782546
 159.90005181 161.37817722 167.46761794 176.3846883 ]"
0,204160be-4479-553f-01c9-a7ac934dde3e,"[1.8639689  1.79283341 1.78167061 1.72541885 1.64421494 1.56563758
 1.48990563 1.42227219 1.46604788 1.4638591  1.43628041 1.44109574
 1.410015   1.39184809 1.40104098 1.4953776  1.52842824 1.5339002
 1.56782636 1.64749812 1.69193044 1.69105493 1.78801809 1.84645863]"
0,20c85176-6a40-9063-6043-d0831f657bd0,"[71.72935576 70.34846072 68.42031482 38.68625827 27.60145766 25.21921192
 21.63936133 19.49778614 21.73385527 30.91720859 36.80653695 51.49052014
 59.89830046 60.0875984  60.5835861  61.60445117 62.49519072 63.23567932
 63.86617695 64.39672692 64.6779903  64.64946314 66.49230572 69.67018147]"
0,21e4f4d5-363b-14bd-a730-9d435d74d606,"[0.0747646  0.07228239 0.07599905 0.07400281 0.13539821 0.14461744
 0.1280309  0.09765485 0.09903361 0.11346659 0.08731934 0.07691833
 0.07644569 0.07518475 0.07571006 0.11320394 0.11806304 0.07121877
 0.04233981 0.02981125 0.08953873 0.11110253 0.11346676 0.08272289]"
0,22cb331d-848f-b8ad-53da-cf16fd4dc49a,"[1.51376339 1.45663611 1.43124621 1.56629422 1.528866   1.44744321
 1.41592472 1.17559618 0.76169702 0.48777063 0.41762009 0.41543131
 0.43622476 0.62664901 0.92322932 1.18150589 1.26073989 1.3246524
 1.36000127 1.42577425 1.46845555 1.47545966 1.49866077 1.51617105]"
0,22f70f53-453d-9f22-24ca-b62a313ca6aa,"[1230.28043982 1191.42872996 1178.07280319 1080.60615476  943.55142805
  928.41462678  935.57599626  925.85246687  948.83765937  973.24720341
 1006.71123837 1186.87406997 1352.81095118 1389.23701354 1398.46728209
 1400.32452049 1390.8585928  1383.23029565 1378.87109413 1356.83494036
 1360.94420093 1342.06600725 1296.64579147 1256.54811601]"
0,253a7559-7ebb-1c96-609a-df5c5798aabc,"[1.03879714 1.01800369 0.99480257 0.97444688 0.94927585 0.80415944
 0.47737391 0.38391281 0.35086216 0.37800309 0.38632047 0.38522608
 0.38084851 0.3788786  0.39901542 0.86413214 0.96328408 0.96087641
 0.97532239 0.99633472 1.00333883 1.02675883 1.03069864 1.03748387]"
0,25b9093b-4a6a-8c35-1545-e25cee8b7f3a,"[469.57660901 442.61223084 388.16173393 332.40084181 302.22321576
 220.20585858 178.67808237 156.27700806 153.00704604 150.63487419
 147.64135839 146.45624101 145.41234126 143.37718751 156.15175213
 202.09300989 325.28128385 390.85060375 428.20834048 451.58104908
 472.44633263 480.30153834 483.009467   483.02449027]"
0,269d0b8a-8350-36b4-67c3-3e29d6041b5c,"[256.5116454  266.95217318 276.2056237  281.11730089 268.47723069
 181.39547479 103.9759915   66.19749742  61.6635178   60.43501141
  59.64510825  78.41068076 103.24737613 186.03661457 237.89778211
 239.48111783 241.15456035 242.85339276 244.49045768 247.07010077
 249.11867177 249.47758866 249.92668347 250.86040527]"
0,275e824c-e88d-8389-18a9-21e2d0e0d0f6,"[393.99403335 386.99391736 374.28835143 353.44280525 313.45179656
 309.51083528 317.56911915 320.39117378 341.15688404 453.87545736
 581.44400354 674.14083447 741.86412629 793.32190358 816.05434619
 822.99279317 831.25988709 833.66300835 822.65188998 794.42822472
 688.29756454 614.67276241 504.55763885 420.37534394]"
0,27834896-8120-34d1-ffea-2b9006ef3ab2,"[101.95809814  99.35125575  71.25136626  35.80783104  21.5448902
  18.03859417  17.68948304  17.71944202  18.61657009  28.88579994
  42.85202368  48.33971691  75.72346347  91.61321842  91.63182309
  93.02744683  94.82621732  96.46835292  97.43059732  97.76862773
  97.53661657  97.66862764  99.97464895 103.74031595]"
0,27dd4c7b-5795-4fb9-4d4c-a522697c75a3,"[1.5796458  1.48093162 1.42708752 1.40235425 1.32968661 1.25373578
 1.20689579 1.01472051 0.85712802 0.85034279 0.83348915 0.86588316
 0.84552747 0.81225794 0.96744277 1.29948138 1.34281931 1.39294248
 1.44722434 1.49406433 1.54024768 1.54418749 1.58555552 1.62407812]"
0,27f88ae6-9d87-7dd1-6aa1-a67baa48a271,"[26.24823249 23.2580245  11.55349918  6.6558749   6.11469792  6.12750231
  6.14118222  6.34802236  6.85746196  8.30205975  9.11191003  8.32504199
  7.79207295  7.71655989  7.870322    7.96225095  7.88400191  7.90370097
  7.94528787  7.73735334  7.0408821   7.31634064 14.57358409 24.04259432]"
0,281e2b26-89bc-2a2c-f5b7-322f942d139d,"[239.6957142  234.08319715 214.68090646 195.3316895  190.65464613
 190.37648103 190.03564053 189.83788162 190.02473503 202.35123642
 242.68331838 299.96121339 363.04092657 393.32095381 399.36565993
 399.11498014 395.62478559 384.54375214 363.16516673 321.86895631
 270.88399225 248.85914233 243.300263   241.31869806]"
0,28c08889-a891-54e1-6b6c-bf685b9ee343,"[701.79466396 677.3904715  612.20525957 551.96203767 511.02789079
 485.78705523 477.31242291 471.45865272 471.52284613 472.00691042
 546.92142831 636.28174357 714.8609124  780.04145856 817.11003771
 835.71357358 850.22025839 855.4307685  845.47360461 834.20466383
 803.42349139 761.80954821 736.77253983 720.16274134]"
0,291a7e63-beb1-09b7-601c-93c326be0607,"[122.82802191 123.86489018 121.33773323 116.01317285 113.52013358
 113.56431967 113.83062635 114.60274745 116.82252381 125.24294893
 140.90976249 154.44274369 182.61060862 202.31873924 205.71954954
 207.31318988 204.07630586 202.31667358 201.90531888 196.02636673
 161.36757917 127.11988639 119.02194447 118.57448851]"
0,2922b8f4-0c8c-16a2-cba4-552feed97df0,"[2065.40879169 2073.69405253 2068.53583429 2172.36717632 2714.05571609
 3153.40111664 2923.73504763 2431.67155027 2163.97751046 2064.58458573
 2030.14099673 2048.05094508 2088.13284305 2098.83687496 2091.43878322
 2105.38002745 2133.01474551 2119.2459775  2077.45857862 2114.85921553
 2200.83655179 2209.76524414 2159.61847219 2067.14214215]"
0,296e3ddf-41f1-ead1-2c5c-16e281dd566f,"[0.21172557 0.19441673 0.2020862  0.19822505 0.18703608 0.17713389
 0.17442869 0.16775734 0.17324674 0.17991809 0.17710772 0.18089005
 0.17923529 0.17676624 0.20022112 0.20253268 0.20337297 0.19591366
 0.21185673 0.20563169 0.21994651 0.21548139 0.2194212  0.22005168]"
0,2acbd281-726f-e240-ebae-080d2a672929,"[6.4441866  3.98932247 3.39014271 0.84916085 2.06872971 4.39410534
 7.13995743 6.17243806 5.69801901 0.6782715  1.02756868 3.62981461
 4.09014883 5.49685877 5.81450612 7.4020206  7.92352041 8.13226479
 8.26526628 7.97388434 7.70683074 8.01390627 6.12499616 7.65663096]"
0,2ae3a189-e627-5fe7-d0ac-dcbbfbab0b43,"[0.12049259 0.11129969 0.10391255 0.10161432 0.09455549 0.43436429
 0.43140943 0.43452845 0.41975415 0.38954893 0.24952144 0.19978131
 0.21012332 0.21471976 0.22194275 0.20404944 0.09948026 0.06238036
 0.23097149 0.26987713 0.27004129 0.22079364 0.14413146 0.13099875]"
0,2b6760b7-8ae4-fb53-be51-713996a844f0,"[689.02149287 666.8158907  652.89281337 645.94336775 547.05752966
 456.90220591 433.996521   430.25681846 428.53512054 424.73949455
 432.10311294 474.10145593 574.99413583 642.92005438 669.4543063
 692.45591469 711.14403067 722.25441042 729.37644171 740.6710624
 737.70153842 723.10327579 712.86791737 706.25297274]"
0,2c3dd4f7-7ab3-a0e8-4485-0e295050abd5,"[1.687334   1.63217663 1.54243646 1.80618499 1.81997434 1.69608914
 0.94905698 0.65269555 0.59447388 0.60279126 0.6146107  0.56930286
 0.59097183 0.58812641 0.70172432 1.22199841 1.37302454 1.38024753
 1.4842148  1.53959104 1.60240916 1.64968691 1.70243661 1.69433811]"
0,2dfc25b7-004e-72e8-b4b1-852d2fd2242e,"[1.05171096 1.04569181 1.03113638 0.90637567 0.82090364 0.83742896
 0.82024701 0.81335233 0.83622513 0.84443307 0.83939887 0.86938522
 0.88306512 0.90331138 0.93285996 1.01953582 1.00268217 1.01461106
 1.0247889  1.03770273 1.04240862 1.04580124 1.05313367 1.04744284]"
0,2f29f8bd-e419-5941-4d9b-1e45d72f84a0,"[1.35179333 1.35857856 1.3196182  1.30889315 1.20602028 1.1123403
 1.13838684 1.15961805 1.09658105 1.09023358 1.08826367 1.0849805
 1.1357603  1.15239506 1.16705992 1.2454184  1.27102718 1.26095877
 1.32224474 1.35398212 1.32990549 1.32027483 1.32509016 1.32815446]"
0,30c1077f-52be-0374-cbd6-3cb5974a0bfd,"[0.02560878 0.02002738 0.02002738 0.02068401 0.02068401 1.23053467
 1.21838691 1.23644439 1.24268242 1.2423541  1.28240886 1.30867428
 1.30965923 1.30046633 1.25318859 1.25187532 0.63004163 0.01280439
 0.61526733 1.23184794 1.22889308 1.24629392 0.50462428 0.02396719]"
0,3121fc1f-2063-24b7-114d-051f0e3e2cdf,"[332.51572563 331.36201457 318.86624911 301.78750263 311.36256494
 331.44090657 333.8681072  334.16334414 332.77472177 330.26573174
 318.04352605 308.69851867 355.03804767 363.25033989 361.14650755
 349.66695646 340.31784785 346.95218784 321.35747443 301.87200339
 309.64342243 322.48426618 328.19807727 333.2615567 ]"
0,318467ad-e593-a20a-fe23-daf9998cc991,"[96.16596322 94.96805512 62.9761784  36.49554258 22.53955825 20.6225364
 20.80332316 21.0864242  21.83980156 27.81501919 43.22329854 74.80284473
 84.04771202 86.5706738  85.4889628  85.50693363 86.60898437 87.94355242
 89.09262782 89.68918105 89.4163217  90.00420414 92.48869575 96.62112096]"
0,31aaa2cb-057c-d0a8-6788-bb6ecb3ada56,"[240.76011584 245.64531877 250.08138311 251.58570736 241.79973378
 178.94298549 120.40115233  98.05347068  95.91571218  93.88148319
  91.38916896  90.30905851  95.97147147 162.04294232 215.2687924
 221.08091822 225.83753006 230.17493494 233.37441809 236.63589857
 240.00837779 240.4626053  240.38865174 239.78990973]"
0,32783053-66b1-44e3-c3a9-0010749b35c9,"[1115.28481922  960.12795721  888.47007895  858.04643899  837.3924134
  857.43903369  855.78289378  844.33909374  845.07723397  861.00187267
  966.81701956 1068.92045299 1099.59804667 1099.42100137 1137.27726114
 1150.02050152 1162.74494571 1195.39876559 1208.00279927 1205.09004689
 1194.13334717 1192.87564421 1193.96598723 1174.48558597]"
0,327d1cc1-bf53-33f9-7374-184b3c7838ad,"[281.90942931 283.59446509 230.78390951 173.59906804 145.37967092
 134.70934629 129.56285721 128.65199452 129.1449088  134.64368276
 145.47406225 154.68906403 196.24182521 231.75693368 244.4153313
 248.00504738 254.70710563 258.47176032 257.44795635 257.1066154
 256.33151208 254.85988279 266.40966104 274.48031155]"
0,33450d85-96f7-df00-50f6-0afe4b72ab2f,"[ 682.20507062  673.88500812  660.74179473  633.35008647  615.35090215
  615.03521688  625.84649532  627.27765945  630.47049417  657.92362519
  682.09119911  729.07515552  841.62245645  939.03721244  984.64770656
 1012.0979648  1012.29287606 1002.64006265  961.66333485  899.2890494
  823.8246833   736.84315184  701.7399179   690.06981122]"
0,3397f38f-2dfc-97a0-eba9-770dd94c89b2,"[ 784.93764281  740.33154088  698.08747946  637.32731317  605.12567272
  598.75339785  597.86677009  599.28160042  610.28003752  647.28599554
  702.32065716  811.64554742  950.01573161 1025.71364102 1055.19600786
 1084.22719782 1094.70444428 1081.41175059 1062.8994624  1022.48656549
  954.5043815   897.83841876  861.57761876  836.08496837]"
