,site_id,seasonality
0,cb8d68c3-d6e6-215a-eca2-b969bed491af,0
0,6f375f3e-7bc8-3b7f-e3bd-77378d0c22c7,2
0,5fe94934-6a5f-af51-9794-5b881e7adf19,1
0,15790985-7b3c-8665-72be-4a829cd30c03,0
0,39b6927a-be1b-dace-b129-5c7dc7fccb9b,1
0,a05598bc-59ac-6697-0673-0e87e7ccc677,1
0,8c5573ab-4066-3a42-8b0b-2b9dba5533a8,2
0,f6e2d393-450d-b1ed-2a0a-8b1dc84acae9,1
0,8dc748b2-5f31-e7b9-c1e1-2174f9637a12,1
0,5765f8aa-b69b-a03f-7cf5-560bc216929e,1
0,c25074ec-d72c-f37c-b123-8140a125ed6d,1
0,9bb9a945-20d9-1b7e-0855-6bccef786e2b,2
0,871fe49b-fe9e-b4f9-dbef-5054703fcd68,2
0,ad585ec9-a1c9-e319-1481-954f34579ac3,1
0,eb2e47c5-d6ee-9ece-ee1c-a07c8fdc58ef,1
0,65a25cea-b6e7-95c5-d9e2-0bd9041ae4b5,1
0,97a1a970-21c0-c946-f82b-e1b58b530cc3,1
0,a44429a8-e76c-8e7e-ec61-66872241de67,1
0,9aa3b5ad-0981-1a44-d58d-e3f2d1f2d550,1
0,bb6d4ebb-6353-7fca-87f2-d4edbf573fcc,2
0,ea0bee90-5500-25e3-1483-5ca53f8b0d82,2
0,a075bba6-b74c-d462-7462-0020ac636a3f,2
0,3521b8a1-da99-25d8-a6eb-afc16bf58e5c,2
0,6ba0dc29-c307-1388-1637-85349f4e0309,1
0,13479e32-59f4-97af-2eca-cd296832c088,1
0,144d755b-c75f-ac00-b584-fe73a6f24bcb,1
0,32783053-66b1-44e3-c3a9-0010749b35c9,1
0,5aed4954-460d-a724-04bc-522537a29698,0
0,994cc087-b7a6-95cb-30f2-dfeab0d54625,1
0,81e23cd9-b29e-f3c3-464a-f3c7aae48cb9,1
0,9e5958d7-e707-bb5f-826a-2ee8c17bf297,1
0,5961e490-81ba-c338-86cd-ad5c7919ee60,1
0,a03f0e3d-e65c-be54-d81f-8d29058cada5,1
0,cc7bb9d3-3ef7-979e-1603-70fa8dbcb70e,1
0,5a717cb9-181c-1d40-e12f-a2777bc78952,1
0,de6f7118-06d2-45e8-1a7a-b30e07e233f7,1
0,5262ce23-8185-85d4-08d2-0a7fe031f563,1
0,a85566bd-7cea-eb51-6aa5-912ee6bdd7d7,0
0,d0ccf0f8-69c7-66ad-1921-c922871b82f1,1
0,6583ed22-8aa7-bfa3-b07d-ee47898e9a60,2
0,9a6fb8f6-21fc-e8a0-aa74-52ca121a14a3,1
0,02f4e241-53ef-7fb8-ff1d-ba17643d7645,2
0,62bca157-801c-d9df-de16-8d9b286db265,2
0,d7c0b775-cb72-d1d7-341e-92e849c6556e,1
0,69027f73-bb42-a1d3-c29a-2f4c2fabd2f6,1
0,7bbf216b-e46a-70c5-2359-87e5fdc86737,2
0,73fcb689-2e04-1eb9-c81d-0716fd27bfea,1
0,281e2b26-89bc-2a2c-f5b7-322f942d139d,2
0,0644edc0-0417-d12c-b3cb-505bc2e3e258,2
0,cd72b978-a4fa-c81e-6e90-14892bde8473,2
0,1c82b217-174d-63af-01b2-2e0d35c85cd2,1
0,42c0a431-7e11-212b-ce75-b13e7ea4338c,2
0,a3af4ff8-d1aa-331b-d3fd-814b84257c56,2
0,08737ad9-2384-03d2-6557-83958fc5d881,2
0,debc4593-d7e7-c1ae-f268-f6944c531e3f,2
0,28c08889-a891-54e1-6b6c-bf685b9ee343,1
0,f58c29d4-da39-b21a-6280-579f4b04af08,1
0,ceecdd19-18fd-a6ed-ddd0-30f2a6af6b5b,2
0,71cd23cb-cf0c-1c17-8bee-3d5e0eaf60f2,1
0,8a2629e5-183b-05c3-7544-5ac89ee3c347,2
0,d32b4c15-3db3-17b3-20b5-1b982af6f80a,1
0,b82aebf4-cfa1-5bf5-f3e2-170fbc34dcdf,1
0,fb203000-0b6e-e587-0168-25b53c60a153,1
0,2922b8f4-0c8c-16a2-cba4-552feed97df0,1
0,ed4fb335-0c11-b221-7406-1135ae781438,1
0,7fca1784-4d99-673e-8ddd-88952202ac35,1
0,e5d06e7f-d057-24d9-b417-118c206cbd7e,1
0,b9564e11-9942-536d-c540-6a9173e63456,1
0,d5e319d6-b7e6-f902-8aa7-a740ffdf3ef6,1
0,a83e1a23-bef7-4772-76ff-b72a3e64726c,1
0,81141f05-d6e9-4ea6-36b8-0bf0509137bd,1
0,4a169d3c-b1ec-414c-d1ea-8736507dca6e,1
0,abf118f6-6c89-5fea-b826-3fe2958cd696,1
0,35f1db19-ab26-7f30-3451-971f053712f6,1
0,012091d7-8dfd-1322-28e4-4a3c57b067c7,2
0,00374f87-909c-6ef8-847f-a7b4694ad804,2
0,5f10fb10-ef38-c5a1-10c4-7ae824cf2932,1
0,c8457bd6-c454-d94d-393e-4561f0599a06,2
0,7d167b7b-2871-1c6d-a474-8accad23bb94,2
0,9fce70d5-c75c-4954-d7b1-3a80ee099e2a,0
0,95aecf4b-1374-11de-8c71-81a59f4714a1,0
0,134dc431-af8c-a01d-d405-64789be97420,1
0,f0d35789-20c5-5f6b-dd31-c75ba7f648ad,1
0,3c1338ac-67bd-38a2-f3c2-2c362ce6b5c0,1
0,542f6bfc-a1d2-620f-a1f1-464a7c274a69,1
0,a2bace58-b2d3-7df7-b5d0-f471508a6819,1
0,fc17f9a3-bbf8-5533-ff3e-d3697d614f92,0
0,83a41458-cc63-6fcf-aeb8-83e13b526353,0
0,38ad629b-c319-1371-b46c-ccbbda6b22d9,0
0,3397f38f-2dfc-97a0-eba9-770dd94c89b2,2
0,35d54699-97cc-50f2-6d5c-5d50607e9631,2
0,0ccddb37-1953-7ef2-5020-85f57887fee4,2
0,62956e4f-600f-ebbe-c147-be502c139aea,2
0,c656e88e-c6d2-d993-719f-5ee2be874dd0,1
0,10f6790a-b3a4-180e-dd3f-2b3e73d5e622,1
0,66968bd0-f5a8-f0f8-0fda-9eab6facfb65,2
0,27f88ae6-9d87-7dd1-6aa1-a67baa48a271,1
0,3121fc1f-2063-24b7-114d-051f0e3e2cdf,0
0,ab2b089d-89fb-c0dc-85db-a37aea780a0e,2
0,180634b9-3164-f1ec-b7ad-d76fede43f31,0
0,6f0a4626-425b-fa1e-60e4-ff61ac464eec,0
0,c388dd30-eaeb-dcfe-f76e-e2e6ebf83ce1,2
0,08ff275a-aaf6-bda6-7df1-2730c9ab29b7,2
0,275e824c-e88d-8389-18a9-21e2d0e0d0f6,2
0,b6fd0560-0ae2-f650-2d0c-0d92e988af6e,2
0,549eebeb-2468-755b-3110-c3080e17eabd,2
0,1d07f991-8621-bbc8-d597-39c6b125f662,2
0,34816db2-ed2c-16d6-8416-b3849f02e9eb,1
0,d8db3e51-15b2-6789-eccc-0d0573239b2f,1
0,327d1cc1-bf53-33f9-7374-184b3c7838ad,1
0,811effd3-85a7-f36f-5eeb-cb38de38d5ac,1
0,e9386ab1-439f-2878-6c65-fa440370f73b,1
0,7964ab2d-7bfa-cae3-26af-1201e192a1d0,1
0,dbea811b-92f8-4e35-432c-9a7d19680a6d,1
0,d4657704-6015-5cc2-1293-c4f85d4ef86e,1
0,11ed171c-0221-da46-0fe7-67ef91fe520b,1
0,80003fc3-a5cc-a190-a51e-1861cc7ffe03,1
0,33450d85-96f7-df00-50f6-0afe4b72ab2f,2
0,5d965a76-b72f-6dc7-165f-531184c27ea9,2
0,ec60ce2e-5f91-5a8f-3106-90c84f9addcf,2
0,c29992c8-c929-3c9d-cbae-c8073f4bcc46,0
